miRNA	TARGETSCAN-WORM	TARGETSCAN-VERT	MICRORNA.ORG	DIANA-MICROT	TARGETSCAN-FLY	TARBASE	MIRTARBASE	MIRECORDS	MIRDB	TARGETMINER	RNA22-HSA	RNA22-MMU	RNA22-DME	RNA22-CEL	a.value	m.value	p.value	q.value	rank	estimatedDEG
hsa-miR-5192	none	none	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-5192")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-5192")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-5192.html")	none	none	none	none	-5.9918566682682	3.86848955484981	0.179254023581243	0.648008248556422	382	0
hsa-miR-579-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0003244")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-579-3p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-579-3p")	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-579-3p")	none	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-579-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	2.21061284451807	0.435557055048615	0.783570170727084	0.984325597407778	1101	0
hsa-miR-760	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-760")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004957")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-760")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-760")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-760.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-760&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	7.32693753382744	-0.00913176066272747	0.972724924552151	1	1336	0
hsa-miR-6758-5p	none	none	none	none	none	none	none	none	none	none	none	none	none	none	-1.60290314980706	-2.82334332887086	0.313679867424782	0.782147580366341	555	0
hsa-miR-378d	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-378d")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-378d")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-378d")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-378d.html")	none	none	none	none	8.02380293464715	-0.352496924059398	0.445649742926988	0.887738121764064	695	0
hsa-miR-184	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-184")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000454")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-184")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-184")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-184")	=HYPERLINK("http://mirecords.biolead.org/interactions.php?targetgene_type=refseq_acc&v=yes&mirna_acc=hsa-miR-184")	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-184")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-184.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-184&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	5.74407267278876	-0.189704257464897	0.6878922645922	0.968921421468282	984	0
hsa-miR-27b-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000419")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-27b-3p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-27b-3p")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-27b-3p")	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-27b-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-27b-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-27b-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	12.9512683078784	-0.0370715058941382	0.80096064250479	0.986311033979066	1121	0
hsa-miR-124-5p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004591")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-124-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-124-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-124-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-124-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	2.84671753789538	0.845250702875986	0.703955552558893	0.973237860057672	1001	0
hsa-miR-139-3p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-139-3p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004552")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-139-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-139-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-139-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-139-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	6.51313370687698	-0.123375818367935	0.77170879150305	0.983977818854161	1084	0
hsa-miR-3925-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-3925-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-3925-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-3925-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-3925-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-3925-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	-5.9918566682682	5.32016947915104	0.0647511102620994	0.451856863032637	197	0
hsa-miR-551b-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0003233")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-551b-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-551b-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-551b-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-551b-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	-5.9918566682682	-6.93604749946223	0.0593381660085662	0.442096951651603	186	0
hsa-miR-769-3p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-769-3p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0003887")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-769-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-769-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-769-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-769-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	2.65767730071843	-1.94347616938271	0.16885881717748	0.640684699474949	364	0
hsa-miR-1180-5p	none	none	none	none	none	none	none	none	none	none	none	none	none	none	-0.722343204550476	2.78977539875476	0.218196318866686	0.685759859295298	441	0
hsa-miR-513a-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-513a-5p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0002877")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-513a-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-513a-5p")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-513a-5p")	=HYPERLINK("http://mirecords.biolead.org/interactions.php?targetgene_type=refseq_acc&v=yes&mirna_acc=hsa-miR-513a-5p")	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-513a-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-513a-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-513a-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	-5.9918566682682	8.90831608720422	0.00175567111117324	0.110607280003914	22	0
hsa-miR-335-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004703")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-335-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-335-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-335-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-335-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	7.73530071534698	-0.64909018526992	0.122079490313848	0.549357706412318	308	0
hsa-miR-3622a-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-3622a-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-3622a-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-3622a-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-3622a-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-3622a-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	-5.9918566682682	-2.87789120283824	0.359044763856001	0.829393404507362	600	0
hsa-miR-92a-1-5p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004507")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-92a-1-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-92a-1-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-92a-1-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-92a-1-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	4.3842718477112	-0.156957980799718	0.830040987028646	0.990022309510461	1158	0
hsa-miR-5009-5p	none	none	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-5009-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-5009-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-5009-5p.html")	none	none	none	none	2.81885502742783	0.485650767999557	0.750031357076859	0.983977818854161	1053	0
hsa-miR-185-5p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000455")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-185-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-185-5p")	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-185-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-185-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-185-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	14.7152970869283	-0.0864809773261168	0.756944192659011	0.983977818854161	1061	0
hsa-miR-520g-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0002858")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-520g-3p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-520g-3p")	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-520g-3p")	none	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-520g-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	-5.9918566682682	5.98447507376219	0.0363582429086772	0.415749479419133	120	0
hsa-miR-7705	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2.97019095426174	-0.677532286676106	0.677238221137318	0.963625993524499	972	0
hsa-miR-4485	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-4485")	none	none	none	none	none	none	none	none	none	none	none	none	4.47945707858191	-0.247217201963407	0.783817172110407	0.984325597407778	1103	0
hsa-miR-6734-3p	none	none	none	none	none	none	none	none	none	none	none	none	none	none	2.23414315514545	0.874870504172362	0.531345424112142	0.938080959385716	783	0
hsa-miR-4753-3p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-4753-3p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-4753-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-4753-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-4753-3p.html")	none	none	none	none	1.3108821344674	-2.6668480016465	0.183337741113206	0.648008248556422	391	0
hsa-miR-6772-3p	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0.598441568363712	2.76752991657332	0.108508557726827	0.529552327497824	284	0
hsa-miR-4804-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-4804-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-4804-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-4804-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-4804-5p.html")	none	none	none	none	1.59041604186276	0.690944611372279	0.68044374191167	0.963625993524499	978	0
hsa-miR-323a-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000755")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-323a-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-323a-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-323a-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-323a-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	7.43367050911534	-0.632997254141995	0.283447270415611	0.752601373172485	522	0
hsa-miR-3157-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-3157-5p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0015031")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-3157-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-3157-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-3157-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-3157-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	-0.286555978815309	3.49617041649956	0.0523425612605655	0.417850507567354	173	0
hsa-miR-30a-5p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000087")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-30a-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-30a-5p")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-30a-5p")	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-30a-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-30a-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-30a-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	11.2902940921089	0.461095266435102	0.0110773257540406	0.269028248661069	54	0
hsa-miR-548ar-3p	none	none	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-548ar-3p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-548ar-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-548ar-3p.html")	none	none	none	none	1.90530747707518	-0.110596554913539	0.956577369006545	1	1322	0
hsa-miR-296-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-296-5p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000690")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-296-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-296-5p")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-296-5p")	=HYPERLINK("http://mirecords.biolead.org/interactions.php?targetgene_type=refseq_acc&v=yes&mirna_acc=hsa-miR-296-5p")	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-296-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-296-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-296-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	5.91483423497649	-0.215577822807428	0.644740248844719	0.960202675951151	928	0
hsa-miR-483-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-483-5p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004761")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-483-5p")	none	none	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-483-5p")	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-483-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-483-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-483-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	10.5155471616536	0.797767258935755	0.0185636211828418	0.329861268710497	78	0
hsa-miR-4763-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-4763-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-4763-5p")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-4763-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-4763-5p.html")	none	none	none	none	-5.9918566682682	-5.08697648316047	0.0905202175369409	0.507939358324697	247	0
hsa-miR-6730-5p	none	none	none	none	none	none	none	none	none	none	none	none	none	none	-0.188988529899229	1.82458095406923	0.327102046566266	0.789831770977082	574	0
hsa-miR-885-5p	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-885-5p")	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0004947")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-885-5p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-885-5p")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-885-5p")	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-885-5p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-885-5p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-885-5p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	9.36275010640755	1.40901105510361	0.00017692861475942	0.0517291916997162	4	1
hsa-miR-4710	none	=HYPERLINK("http://www.targetscan.org/cgi-bin/mirgene.cgi?mirg=hsa-miR-4710")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-4710")	none	none	none	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-4710")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-4710.html")	none	none	none	none	-5.9918566682682	-5.94296615929442	0.0314580041096426	0.400029153743076	108	0
hsa-miR-144-3p	none	none	=HYPERLINK("http://www.microrna.org/microrna/linkFromMirbase.do?mirbase=MIMAT0000436")	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-144-3p")	none	=HYPERLINK("http://diana.imis.athena-innovation.gr/DianaTools/index.php?r=tarbase/index&mirnas=hsa-miR-144-3p")	=HYPERLINK("http://mirtarbase.mbc.nctu.edu.tw/php/search.php?q=search_exact&searchword=hsa-miR-144-3p")	none	=HYPERLINK("http://mirdb.org/cgi-bin/search.cgi?searchType=miRNA&searchBox=hsa-miR-144-3p")	=HYPERLINK("http://www.isical.ac.in/~bioinfo_miu/final_html_targetminer/hsa-miR-144-3p.html")	=HYPERLINK("https://cm.jefferson.edu/rna22/Precomputed/InputController?identifier=hsa-miR-144-3p&minBasePairs=12&maxFoldingEnergy=-12&minSumHits=1&maxProb=.1&version=MB18E65v2&species=MusMusculus&type=mRNA")	none	none	none	11.7560873132253	0.0250741061705053	0.930726869757112	1	1288	0
